	salami_id	Album	Album Artist	Artist	Artwork Count	BPM	Bit Rate	Comments	Compilation	Composer	Date Added	Date Modified	Disc Count	Disc Number	File Folder Count	Genre	Grouping	Kind	Library Folder Count	Location	Name	Persistent ID	Play Count	Play Date	Play Date UTC	Sample Rate	Size	Sort Album	Sort Album Artist	Sort Artist	Sort Name	Total Time	Track Count	Track ID	Track Number	Track Type	Volume Adjustment	Year	salami_length	youtube_id	youtube_length	coverage	coverage_percent	onset_in_youtube	onset_in_salami	file_name
81	342	Millions Now Living Will Never Die		Tortoise	1.0		192	From W			2010-04-23 23:14:40	2007-07-10 17:27:12			5	Electronica		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Tortoise/Millions%20Now%20Living%20Will%20Never%20Die/Glass%20Museum.mp3	Glass Museum	104B25D66CC622B4				44100	7884886					327836	9.0	64804	2.0	File		1996.0	327.84208333333333	yomowCF5icY	329.0	315.2	0.9614384974473228	1.9	1.5	Tortoise - Glass Museum (complete)-yomowCF5icY.mp3
82	344	Dig Your Own Hole		The Chemical Brothers			192	From CD		Tom Rowlands - Ed Simons	2010-04-23 23:09:27	2006-09-30 22:24:14			5	Electronica		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/The%20Chemical%20Brothers/Dig%20Your%20Own%20Hole/Piku.mp3	Piku	41D5A406BD693AB9				44100	7087276			Chemical Brothers		295209	11.0	58021	4.0	File		1997.0	295.20983333333334	s7ZoVCuQcD8	294.0	288.4	0.9769322273027264	0.6	0.8	The Chemical Brothers - 04 - Piku-s7ZoVCuQcD8.mp3
83	346	Lock, Stock & Two Smoking Barrels Soundtrack		E Z Rollers			136	From UoM	True		2010-04-23 22:56:31	2007-07-31 17:52:16			5	Electronica		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Compilations/Lock,%20Stock%20&%20Two%20Smoking%20Barrels%20Soundt/Walk%20This%20Land.mp3	Walk This Land	702DEB2AC27C6BC0				44100	3932288					230321	27.0	26848	12.0	File		1998.0	230.26666666666668	PCoCVYrJWYU	231.0	229.3	0.9958019687319052	0.2	0.1	E-Z Rollers - Walk this Land-PCoCVYrJWYU.mp3
84	348	It Came from the Sea		Bonobo	1.0		192	From W			2010-04-23 22:53:46	2006-09-30 22:20:44			5	Electronica		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Bonobo/It%20Came%20from%20the%20Sea/Otter's%20Pool%20-%20Super%20Numeri.mp3	Otter's Pool - Super Numeri	2EE7138A3B352413				44100	3479496					142158	20.0	22066	20.0	File		2005.0	141.95083333333332	AX6ss4bzpM0	138.0	137.0	0.9651229005348096	0.1	0.1	Bonobo - Otter's Pool(Super Numeri)-AX6ss4bzpM0.mp3
85	350	Some Of My Best Friends Are DJ's		Kid Koala			192	From CD			2010-04-23 23:01:38	2006-09-30 22:36:40			5	Electronica		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Kid%20Koala/Some%20Of%20My%20Best%20Friends%20Are%20DJ's/Annie's%20Parlor.mp3	Annie's Parlor	57B162D98AF30956				44100	5836515					243095	15.0	40090	11.0	File		2003.0	243.09554166666663	UqxL2lvb_oA	243.0	240.8	0.9905570392162344	0.3	0.3	Kid Koala - Annie's Parlour-UqxL2lvb_oA.mp3
86	352	The Odd Couple		Gnarls Barkley			211	From W			2010-04-23 22:59:28	2008-03-27 22:35:34			5	Electronica		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Gnarls%20Barkley/The%20Odd%20Couple/Neighbors.mp3	Neighbors	851D43C6F3BAB8C3				44100	4897927	Odd Couple				185443	13.0	33931	12.0	File		2008.0	185.4	YB0x2AGEUS8	190.0	177.9	0.959546925566343	2.2	2.1	Gnarls Barkley - Neighbors-YB0x2AGEUS8.mp3
87	354	Deltron 3030		Deltron			167	From UoM			2010-04-23 22:58:06	2006-09-30 22:26:18			5	Hip Hop / Rap		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Deltron/Deltron%203030/National%20Movie%20Review.mp3	National Movie Review	BF961D1EDE46F18B				44100	1157308					55144	21.0	30466	11.0	File		2000.0	55.08	csrVmkBCkFw	54.0	50.6	0.9186637618010168	0.7	0.7	Deltron 3030 - National Movie Review (Good Quality)-csrVmkBCkFw.mp3
88	356	C Compilation		Lil Jon & The East Side Boyz Featuring Ying Yang Twins			192	From W	True		2010-04-23 22:55:34	2006-09-30 22:38:46			5	Hip Hop / Rap		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Compilations/C%20Compilation/Get%20Low.mp3	Get Low	6A592C643E72D775				44100	8007808					334080		25210		File		2004.0	333.58508333333333	WIHmmd8rrfE	334.0	332.8	0.9976465274601358	1.2	1.1	Lil John - Get Low ft. Ying Yang Twins & East side boys-WIHmmd8rrfE.mp3
89	358	The Score		The Fugees			192	From CD			2010-04-23 23:11:01	2006-09-30 22:29:02			5	Hip Hop / Rap		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/The%20Fugees/The%20Score/Fu-Gee-La.mp3	Fu-Gee-La	68C3DB5766E56709				44100	6243364	Score		Fugees		260048	15.0	59602	6.0	File		1996.0	260.04900000000004	BVo5Y_yVdas	260.0	259.2	0.9967352306680662	0.3	0.1	The Fugees - Fu-gee-la-BVo5Y_yVdas.mp3
90	360	The Anthology		A Tribe Called Quest			192	From CD			2010-04-23 22:51:22	2006-09-30 22:15:46			5	Hip Hop / Rap		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/A%20Tribe%20Called%20Quest/The%20Anthology/Vivrant%20Thing.mp3	Vivrant Thing	551C22F2E0E02EB0				44100	4585130	Anthology		Tribe Called Quest		190955	19.0	16573	19.0	File		1999.0	190.955125	hYTjBhplTGY	204.0	189.7	0.9934271206389458	12.7	0.3	Q-Tip - Vivrant Thing (Official Video)-hYTjBhplTGY.mp3
91	362	There's A Poison Goin' On...		Public Enemy			192	From CD			2010-04-23 23:07:19	2006-09-30 22:51:20			5	Hip Hop / Rap		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Public%20Enemy/There's%20A%20Poison%20Goin'%20On.._/I.mp3	I	8DDDDB862B451D13				44100	6453402					268800	14.0	51673	11.0	File		1999.0	268.8	xI0uOSWuf_E	269.0	268.1	0.9973958333333334	0.0	0.0	Public Enemy 'I'-xI0uOSWuf_E.mp3
92	364	The Dusty Foot Philosopher		K'naan			154	From W			2010-04-23 23:01:33	2007-10-27 13:24:40			5	Hip Hop / Rap		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/K'naan/The%20Dusty%20Foot%20Philosopher/The%20Dusty%20Foot%20Philosopher.mp3	The Dusty Foot Philosopher	978ED17C475C2ED5				44100	4601169	Dusty Foot Philosopher			Dusty Foot Philosopher	238393	18.0	39817	10.0	File		2005.0	238.34666666666664	LygwDxh-EmQ	237.0	234.4	0.9834414857910048	0.6	0.1	K'naan - The Dusty Foot Philosopher-LygwDxh-EmQ.mp3
93	366	Liquid Swords		GZA			128	From W			2010-04-23 23:00:06	2008-07-11 20:12:20			5	Hip Hop / Rap		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/GZA/Liquid%20Swords/I%20Gotcha%20Back.mp3	I Gotcha Back	8FCF4FBC89B54A69				44100	4823096					301270	13.0	34507	12.0	File		2002.0	301.2781875	OjYSC4_aawg	301.0	297.0	0.9857998764016064	0.6	0.4	Gza - I Gotcha' Back Feat. Rza-OjYSC4_aawg.mp3
94	370	Idiot Road		The Arrogant Worms			128	From W			2010-04-23 23:09:03	2007-02-15 01:35:12			5	Humour		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/The%20Arrogant%20Worms/Idiot%20Road/Boy%20Band.mp3	Boy Band	D5BA4C77EEB5C4C5				44100	3531602			Arrogant Worms		220656	13.0	56932	2.0	File		1999.0	220.6563125	P4v17ic9ySQ	216.0	210.1	0.9521594810481572	1.2	0.3	The Arrogant Worms - Boy Band-P4v17ic9ySQ.mp3
95	374	C Compilation		The WAPL Morning Crew			64	From W	True		2010-04-23 22:56:00	2007-02-15 01:44:50			5	Humour		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Compilations/C%20Compilation/The%20Assuming%20Song.mp3	The Assuming Song	1EED55E799BEE677				44100	729144			WAPL Morning Crew	Assuming Song	90853		25843		File			90.869625	TywmpMQYojs	94.0	89.9	0.9893294926660036	0.4	0.3	The Assumption Song - Oney Cartoons-TywmpMQYojs.mp3
96	376	Monty Python Sings		Monty Python			192	From CD		Eric Idle	2010-04-23 23:04:14	2007-02-15 18:56:52			5	Humour		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Monty%20Python/Monty%20Python%20Sings/Always%20Look%20On%20The%20Bright%20Side%20Of%20Li.mp3	Always Look On The Bright Side Of Life	8C94C89C7C7E08FE				44100	5195808					216398	25.0	45688	1.0	File		1989.0	216.398375	X_-q9xeOgG4	219.0	209.3	0.9671976510914188	7.8	1.4	Monty Python - Always Look On The Bright Side Of Life (Official Lyric Video)-X_-q9xeOgG4.mp3
97	378	Monty Python Sings		Monty Python			192	From CD		Terry Gilliam	2010-04-23 23:04:14	2007-02-15 18:56:52			5	Humour		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Monty%20Python/Monty%20Python%20Sings/I've%20Got%20Two%20Legs.mp3	I've Got Two Legs	99FA76E58B6D1EA0				44100	842956					35030	25.0	45724	22.0	File		1989.0	35.03020833333333	qvtaKF-rDQU	43.0	30.3	0.8649677361800828	7.8	0.3	Monty Python - I've Got Two Legs (Official Lyric Video)-qvtaKF-rDQU.mp3
98	380	Monty Python Sings		Monty Python			192	From CD		Eric Idle	2010-04-23 23:04:14	2007-02-15 18:56:52			5	Humour		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Monty%20Python/Monty%20Python%20Sings/Henry%20Kissinger.mp3	Henry Kissinger	E636B18BF42F056A				44100	2189615					91141	25.0	45715	21.0	File		1989.0	91.14125	SVGV6lvNTR4	96.0	86.5	0.949076296408048	0.2	0.2	Henry Kissinger-SVGV6lvNTR4.mp3
99	382	Russell's Shorts		The Arrogant Worms			128	From W			2010-04-23 23:09:04	2007-02-15 01:24:46			5	Humour		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/The%20Arrogant%20Worms/Russell's%20Shorts/A%20Night%20on%20Dildo.mp3	A Night on Dildo	CD89EC3ABBFEF619				44100	2707711			Arrogant Worms	Night on Dildo	169090	11.0	56953	8.0	File		1999.0	169.09599999999998	y0g8p5uweYQ	170.0	163.1	0.9645408525334722	1.8	1.8	A Night on Dildo-y0g8p5uweYQ.mp3
100	384	Idiot Road		The Arrogant Worms			160	From W			2010-04-23 23:09:03	2007-02-15 01:35:12			5	Humour		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/The%20Arrogant%20Worms/Idiot%20Road/I%20Ran%20Away.mp3	I Ran Away	EB88E9E3C344629E				44100	3795803			Arrogant Worms		189753	13.0	56938	6.0	File		1999.0	189.75985	0qjzWSZ1mpI	211.0	184.3	0.9712275805445671	4.2	0.4	I Ran Away~ The Arrogant Worms-0qjzWSZ1mpI.mp3
101	386	Ultra Lounge		Jackie Davis			160	From CD	True		2010-04-23 22:57:31	2006-09-30 22:31:04			5	Instrumental Pop		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Compilations/Ultra%20Lounge/Glow%20Worm%20Cha-Cha-Cha.mp3	Glow Worm Cha-Cha-Cha	062ABA1C790CB73B				44100	2876720					143725	24.0	28693	4.0	File		1996.0	143.7257	cREpeMHduZo	144.0	138.7	0.9650326977012462	0.4	0.5	►Jackie Davis◄ - Glow Worm Cha-Cha-Cha-cREpeMHduZo.mp3
102	388	Kill Bill Vol. 1 Soundtrack		RZA			192	From CD	True	Robert Diggs	2010-04-23 22:56:29	2007-07-31 17:52:02			5	Instrumental Pop		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Compilations/Kill%20Bill%20Vol.%201%20Soundtrack/Crane_White%20Lightning.mp3	Crane/White Lightning	355F149402987533				44100	2348880					97776	22.0	26755	12.0	File		2003.0	97.77633333333333	DXngbbrkHL0	98.0	90.0	0.9204681432793894	1.7	1.5	RZA-Crane_ White Lightning-DXngbbrkHL0.mp3
103	390	Ultra-Lounge Vol. 7: The Crime Scene		Renzo Cesana			160	From CD	True		2010-04-23 22:57:32	2006-09-30 22:52:00			5	Instrumental Pop		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Compilations/Ultra-Lounge%20Vol.%207_%20The%20Crime%20Scene/%5BHidden%20Track%5D.mp3	[Hidden Track]	05B925C625744AAA				44100	3003693					150073	19.0	28747	19.0	File		1996.0	150.07345	5VwPYWQDQXM	150.0	146.8	0.9781876807656518	0.5	0.5	Walk The Lonesome Night (Remastered)-5VwPYWQDQXM.mp3
104	392	Ultra Lounge		Julie London			160	From CD	True		2010-04-23 22:57:31	2006-09-30 22:35:48			5	Instrumental Pop		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Compilations/Ultra%20Lounge/Go%20Slow.mp3	Go Slow	E2939493CA61C4ED				44100	2704299					135105	24.0	28696	12.0	File		1996.0	135.1053	DC0q1GrcviM	134.0	130.8	0.9681337445681258	0.2	0.5	Julie London - Go Slow (1995 Digital Remaster)-DC0q1GrcviM.mp3
105	394	Herb Alpert & The Tijuana Brass Greatest Hits		Herb Alpert & The Tijuana Brass			192	From UoM			2010-04-23 23:00:08	2006-09-30 22:30:22			5	Instrumental Pop		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Herb%20Alpert%20&%20The%20Tijuana%20Brass/Herb%20Alpert%20&%20The%20Tijuana%20Brass%20Greatest/South%20of%20the%20Border.mp3	South of the Border	15E684762D17296B				44100	3153171					131291	12.0	34618	9.0	File			131.29145833333334	CyaEsCxyi9E	142.0	92.4	0.7037776956167814	19.0	13.0	Herb Alpert's Tijuana Brass -  South Of The Border (1964)-CyaEsCxyi9E.mp3
106	396	The David Grisman Quintet		David Grisman Quintet			192	From UoM			2010-04-23 22:58:05	2006-09-30 22:26:00			5	Instrumental Pop		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/David%20Grisman%20Quintet/The%20David%20Grisman%20Quintet/Minor%20Swing.mp3	Minor Swing	FC6C973691B124DF				44100	4314558	David Grisman Quintet				179670	10.0	30382	6.0	File			179.6825	e8XN8RwFedg	180.0	96.9	0.5392845713967693	41.5	41.9	The David Grisman Quintet - Minor Swing-e8XN8RwFedg.mp3
107	398	Grindhouse Soundtrack: Death Proof		Pino Donaggio			128	From W	True		2010-04-23 22:56:25	2007-05-05 18:59:52			5	Instrumental Pop		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Compilations/Grindhouse%20Soundtrack_%20Death%20Proof/Sally%20And%20Jack.mp3	Sally And Jack	943AAD2F1324D2D3				44100	1380480					86047	16.0	26524	12.0	File		2007.0	86.0553125	o0kZGz6CZa8	85.0	81.0	0.9412550794002404	1.0	0.8	6 Pino Donaggio - Sally & Jack (Death Proof)-o0kZGz6CZa8.mp3
108	400	Ultra-Lounge Vol. 7: The Crime Scene		Laurindo Almeida And The Danzaneros			160	From CD	True	Laurindo Almeida	2010-04-23 22:57:32	2006-09-30 22:37:26			5	Instrumental Pop		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Compilations/Ultra-Lounge%20Vol.%207_%20The%20Crime%20Scene/Big%20Town.mp3	Big Town	DC573384E26CC9B2				44100	3287423					164257	19.0	28750	5.0	File		1959.0	164.25795	H4s9R8vYx1Y	164.0	158.5	0.9649456845163354	0.6	0.5	Laurindo Almeida & The Danzaneros - Big Town-H4s9R8vYx1Y.mp3
109	402	Natty Dread		Charlie Hunter			192	From CD			2010-04-24 22:03:16	2006-09-30 23:31:08			5	Jazz - Acid Jazz		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Charlie%20Hunter/Natty%20Dread/Lively%20Up%20Yourself.mp3	Lively Up Yourself	DE65E2BB07B9E094				44100	8163063					340035	9.0	201463	1.0	File		1997.0	340.03591666666665	k--JfatucHY	339.0	334.2	0.9828373522306836	0.4	0.3	Lively Up Yourself - Charlie Hunter Quartet-k--JfatucHY.mp3
110	404	Bending New Corners		Erik Truffaz			192	From CD		M. Erbetta, M. Giuliani, P. Muller, E. Truffaz	2010-04-24 22:04:33	2006-09-30 23:31:12			5	Jazz - Acid Jazz		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Erik%20Truffaz/Bending%20New%20Corners/Minaret.mp3	Minaret	CAE419536A7AB111				44100	8595693					358060	10.0	207791	8.0	File		1999.0	358.06041666666664	aG9IhX48QPI	482.0	346.4	0.96743449953162	0.3	0.3	Erik Truffaz - Minaret (album - The Mask 2000)-aG9IhX48QPI.mp3
111	408	Bing, Bing, Bing!		Charlie Hunter			192	From CD		Kurt Cobain	2010-04-24 22:03:15	2006-09-30 23:30:46			5	Jazz - Acid Jazz		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Charlie%20Hunter/Bing,%20Bing,%20Bing!/Come%20As%20You%20Are.mp3	Come As You Are	231AC4BD8B95BCAC				44100	8899110					370703	10.0	201409	4.0	File		1995.0	370.7037083333333	61XXShTo22E	371.0	359.1	0.9686981595476802	1.1	1.3	Come As You Are-61XXShTo22E.mp3
112	410	Bending New Corners		Erik Truffaz			192	From CD		E. Truffaz	2010-04-24 22:04:33	2006-09-30 23:30:40			5	Jazz - Acid Jazz		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Erik%20Truffaz/Bending%20New%20Corners/Betty.mp3	Betty	3391590427DF69C5				44100	6176925					257280	10.0	207782	7.0	File		1999.0	257.28	mlPSzucHKnw	258.0	238.2	0.9258395522388059	0.4	0.3	ERIK TRUFFAZ - Betty-mlPSzucHKnw.mp3
113	412	Conversations with the Unseen		Soweto Kinch			192	From CD		Soweto Kinch	2010-04-24 22:05:26	2006-09-30 23:31:04			5	Jazz - Acid Jazz		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Soweto%20Kinch/Conversations%20with%20the%20Unseen/Intermission%20-%20Split%20Decision.mp3	Intermission - Split Decision	57549DBA7C1E069E				44100	11992446					499591	12.0	212864	6.0	File		2003.0	499.591875	iUXEbNm-0Tg	500.0	379.0	0.7586192229407254	1.3	1.1	Soweto Kinch - Intermission-Split Decision-iUXEbNm-0Tg.mp3
114	414	Natty Dread		Charlie Hunter			192	From CD			2010-04-24 22:03:16	2006-09-30 23:31:22			5	Jazz - Acid Jazz		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Charlie%20Hunter/Natty%20Dread/Rebel%20Music.mp3	Rebel Music	44C143FCC2DC73D0				44100	6728621					280267	9.0	201472	4.0	File		1997.0	280.26779166666665	4RzkdvT6Pnw	280.0	273.3	0.9751388069773149	0.4	0.3	Rebel Music (3 O' Clock Roadblock) - Charlie Hunter Quartet-4RzkdvT6Pnw.mp3
115	416	Epitaph		Charles Mingus			192	From CD		Charles Mingus	2010-04-24 22:03:07	2006-09-30 23:31:12	2.0	1.0	5	Jazz - Avant-Garde Jazz		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Charles%20Mingus/Epitaph/Moods%20In%20Mambo.mp3	Moods In Mambo	9E3E7B390E1C0402				44100	6133087					255451	10.0	200740	7.0	File		1990.0	255.4514583333333	MjkeCC6L5II	248.0	244.9	0.958694859672459	2.8	2.1	Charles Mingus- Moods In Mambo-MjkeCC6L5II.mp3
116	422	Ethio Jazz & Musique Instrumentale 1969-1974		Ethio Jazz			128	From UoM		Faqadu Amda-Mesqel	2010-04-24 22:04:33	2006-09-30 23:34:46			5	Jazz - Avant-Garde Jazz		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Ethio%20Jazz/Ethio%20Jazz%20&%20Musique%20Instrumentale%201969-/Asmarina%20-%20My%20Asmara.mp3	Asmarina - My Asmara	FC01B5D6D943C3D5				44100	4780160					298605	14.0	207803	8.0	File		1974.0	298.6318125	XEkruoBv-7M	299.0	293.1	0.9814761446421586	0.4	0.4	Mulatu Astatqé - Asmarina (My Asmara)-XEkruoBv-7M.mp3
117	424	A John Coltrane Retrospective - The Impulse! Years		John Coltrane			192	From CD		John Coltrane	2010-04-24 22:04:47	2006-09-30 23:30:34	3.0	3.0	5	Jazz - Avant-Garde Jazz		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/John%20Coltrane/A%20John%20Coltrane%20Retrospective%20-%20The%20Impu/A%20Love%20Supreme%20(Part%20One).mp3	A Love Supreme (Part One)	30C89B83664F8123				44100	11292170	John Coltrane Retrospective - The Impulse! Years			Love Supreme (Part One)	470413	9.0	209477	3.0	File		1964.0	470.41308333333336	5Pi5ZJZ07ME	460.0	200.0	0.4251582430123028	159.2	160.5	A Love Supreme, Part 1 - Acknowledgement - John Coltrane (1965)-5Pi5ZJZ07ME.mp3
118	426	The Blue Note Years - Volume 5 - The Avant Garde		Grachan Moneur III			192	From CD	True		2010-04-24 22:03:49	2006-10-03 20:49:12	14.0	10.0	5	Jazz - Avant-Garde Jazz		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Compilations/The%20Blue%20Note%20Years%20-%20Volume%205%20-%20The%20Ava/Monk%20In%20Wonderland.mp3	Monk In Wonderland	2456AE5DD7F02364				44100	11366138	Blue Note Years - Volume 5 - The Avant Garde				473495	8.0	203863	2.0	File		1963.0	473.49554166666667	PbO3gPeRxEo	475.0	306.2	0.6466797953835011	0.3	0.6	Monk In Wonderland (2008 Remaster)-PbO3gPeRxEo.mp3
119	428	Jazz Giant		Bud Powell			160	From CD		Bud Powell	2010-04-24 22:03:01	2006-09-30 23:31:26			5	Jazz - Bebop		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Bud%20Powell/Jazz%20Giant/So%20Sorry%20Please.mp3	So Sorry Please	370B6B047999A994				44100	3952963					197537	13.0	200314	7.0	File		1949.0	197.53795	NCKHbqaOweA	198.0	188.1	0.9522220920081432	0.3	0.3	Bud Powell - So Sorry Please-NCKHbqaOweA.mp3
120	432	Supreme: Live At The Left Bank Jazz Society		Coleman Hawkins			160	From CD			2010-04-24 22:03:20	2006-09-30 23:31:10			5	Jazz - Bebop		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Coleman%20Hawkins/Supreme_%20Live%20At%20The%20Left%20Bank%20Jazz%20Soci/Lover%20Come%20Back%20To%20Me.mp3	Lover Come Back To Me	5696ACC327B55376				44100	20570523					1028414	6.0	201982	1.0	File		1966.0	1028.4147	GhQUJmhsLDI	665.0	379.7	0.36920903600463895	17.2	0.1	Coleman Hawkins - Lover Come Back To Me (part 2) - September 25, 1966-GhQUJmhsLDI.mp3
121	434	New Sounds		Art Blakey			192	From CD	True		2010-04-24 22:03:45	2006-09-30 23:30:56			5	Jazz - Bebop		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Compilations/New%20Sounds/Groove%20Street.mp3	Groove Street	E0DBEBE093985BDB				44100	4383881					182569	14.0	203500	13.0	File		1947.0	182.56983333333332	RgtTD3lcmH0	195.0	174.2	0.9541554418902722	0.3	0.6	Art Blakey & James Moody (Workshop) - Groove Street-RgtTD3lcmH0.mp3
122	438	The Blue Note Years - Volume 1 - Boogie Blues & Bop		Clifford Brown			160	From CD	True		2010-04-24 22:03:48	2006-09-30 23:31:08	14.0	2.0	5	Jazz - Bebop		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Compilations/The%20Blue%20Note%20Years%20-%20Volume%201%20-%20Boogie/Living%20Easy.mp3	Living Easy	9266FE03E825AF56				44100	4504181	Blue Note Years - Volume 1 - Boogie Blues & Bop				225097	18.0	203740	13.0	File		1953.0	225.09715	59til4fU1tk	224.0	219.8	0.9764672720201034	0.5	0.4	Clifford Brown - Easy Living-59til4fU1tk.mp3
123	444	Stan Getz and J.J. Johnson At The Opera House		Stan Getz & J. J. Johnson			192	From CD		Richard Rogers, Lorenz Hart	2010-04-24 22:05:34	2006-09-30 23:31:14			5	Jazz - Cool Jazz		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Stan%20Getz%20&%20J.%20J.%20Johnson/Stan%20Getz%20and%20J.J.%20Johnson%20At%20The%20Opera/My%20Funny%20Valentine.mp3	My Funny Valentine	08899968EA2EE545				44100	11781209					490788	10.0	213257	2.0	File		1957.0	490.78858333333335	bV02xZfrV2o	493.0	379.0	0.7722266019839159	1.3	1.3	My Funny Valentine (feat. Oscar Peterson, Herb Ellis, Ray Brown, Connie Kay)-bV02xZfrV2o.mp3
124	446	The Billie Holiday Songbook		Billie Holiday			160	From CD		"Jimmy Davis, Jimmy Sherman, Roger ""Ram"" Ramirez"	2010-04-24 22:02:56	2006-09-30 23:31:10			5	Jazz - Cool Jazz		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Billie%20Holiday/The%20Billie%20Holiday%20Songbook/Lover%20Man.mp3	Lover Man	5B9B6DB9DE627A8C				44100	3593570	Billie Holiday Songbook				179565	14.0	199948	7.0	File		1952.0	179.5657	roKDHGGggEw	183.0	172.4	0.9600942719015938	0.9	0.8	Billie Holiday - Lover Man (Live @ Seven Ages Of Jazz Festival) Metrojazz Records 1958-roKDHGGggEw.mp3
125	448	The Genius Of Coleman Hawkins		Coleman Hawkins			192	From CD		"Matt ""Matty"" Malneck-Frank Signorelli-Gus Kahn"	2010-04-24 22:03:21	2006-09-30 23:31:00			5	Jazz - Cool Jazz		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Coleman%20Hawkins/The%20Genius%20Of%20Coleman%20Hawkins/I'll%20Never%20Be%20The%20Same.mp3	I'll Never Be The Same	F434828C464B3E3E				44100	5113076	Genius Of Coleman Hawkins				212950	21.0	202006	1.0	File		1957.0	212.9502083333333	7S3F8Nnapjs	213.0	204.6	0.9607879776277908	0.4	0.6	The Genius Of Coleman Hawkins - I’ll Never Be The Same-7S3F8Nnapjs.mp3
126	452	A Night Out With Verve - Disc 4 - Romancing		Clifford Brown			127	From W	True		2010-04-24 22:03:24	2006-10-03 21:12:06			5	Jazz - Cool Jazz		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Compilations/A%20Night%20Out%20With%20Verve%20-%20Disc%204%20-%20Romanc/Memories%20Of%20You.mp3	Memories of You	94399256F145DEEA				44100	3387677	Night Out With Verve - Disc 4 - Romancing				211617	19.0	202291	19.0	File		1996.0	211.56	lh8GRYQtx2Q	226.0	205.7	0.9723010020797882	1.5	0.4	Clifford Brown - Memories of You-lh8GRYQtx2Q.mp3
